コード,銘柄名,業種,市場,株式種類,新NISA成長投資枠
TLT,ｉシェアーズ　米国国債　２０年超　ＥＴＦ,その他,NASDAQ,ETF,
TLTX,グローバルＸ　超長期米国債・カバード・コール　ＥＴＦ,その他,CBOE,ETF,
TLX,テリックス　ファーマシューティカルズ　ＡＤＲ,医薬品,NASDAQ,ADR,〇
TLYS,ティリーズ,小売業,NYSE,普通株式,〇
TMC,ＴＭＣ　ザ　メタルズ,鉱業,NASDAQ,普通株式,〇
TMCI,トリース　メディカル　コンセプツ,精密機器,NASDAQ,普通株式,〇
TMDX,トランスメディックス　グループ,精密機器,NASDAQ,普通株式,〇
TME,テンセント　ミュージック　エンターテイメントグループ　ＡＤＲ,情報・通信業,NYSE,ADR,〇
TMF,Ｄｉｒｅｘｉｏｎ　デイリー　２０年超米国債　ブル３倍　ＥＴＦ,その他,NYSE_ARCA,ETF,
TMHC,テイラー　モリソン　ホーム,建設業,NYSE,普通株式,〇
TMO,サーモ　フィッシャー　サイエンティフィック,精密機器,NYSE,普通株式,〇
TMP,トンプキンス　ファイナンシャル,銀行業,AMEX,普通株式,〇
TMUS,Ｔモバイル　ＵＳ,情報・通信業,NASDAQ,普通株式,〇
TMV,Ｄｉｒｅｘｉｏｎ　デイリー　２０年超米国債　ベア３倍　ＥＴＦ,その他,NYSE_ARCA,ETF,
TNA,Ｄｉｒｅｘｉｏｎ　デイリー　米国小型株　ブル３倍　ＥＴＦ,その他,NYSE_ARCA,ETF,
TNC,テナント　カンパニー,機械,NYSE,普通株式,〇
TNDM,タンデム　ダイアベティス　ケア,精密機器,NASDAQ,普通株式,〇
TNET,トライネット　グループ,サービス業,NYSE,普通株式,〇
TNGX,タンゴ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TNK,ティーケイ　タンカーズ,海運業,NYSE,普通株式,〇
TNL,トラベル　＋　レジャー,サービス業,NYSE,普通株式,〇
TNMG,ＴＮＬ　メディアジーン,サービス業,NASDAQ,普通株式,〇
TNON,テノン　メディカル,精密機器,NASDAQ,普通株式,〇
TNXP,トニックス　ファーマシューティカルズ　ホールディング,医薬品,NASDAQ,普通株式,〇
TNYA,テナヤ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TOI,オンコロジー　インスティテュート,サービス業,NASDAQ,普通株式,〇
TOK,ｉシェアーズ　ＭＳＣＩ　コクサイ　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
TOL,トール　ブラザーズ,建設業,NYSE,普通株式,〇
TOMZ,ＴＯＭＩ　エンバイロメンタル　ソリューションズ,化学,NASDAQ,普通株式,〇
TONX,トン　ストラテジー,サービス業,NASDAQ,普通株式,〇
TOON,カートゥーン　スタジオ,サービス業,AMEX,普通株式,〇
TOP,トップ　ファイナンシャル　グループ,証券、商品先物取引業,NASDAQ,普通株式,〇
TOPP,トップポイント　ホールディングス,陸運業,AMEX,普通株式,〇
TORO,トロ,海運業,NASDAQ,普通株式,〇
TOST,トースト,サービス業,NYSE,普通株式,〇
TOTL,ステート・ストリートダブルライントータルリターンタクティカル,その他,NYSE_ARCA,ETF,
TOVX,シンセティック・バイオロジックス,医薬品,AMEX,普通株式,〇
TOYO,トーヨー,その他製品,NASDAQ,普通株式,〇
TPB,ターニング　ポイント　ブランズ,食料品,NYSE,普通株式,〇
TPC,チューター　ペリーニ,建設業,NYSE,普通株式,〇
TPCS,テクプレシジョン,金属製品,NASDAQ,普通株式,〇
TPET,トリオ　ペトロリアム,鉱業,AMEX,普通株式,〇
TPG,ＴＰＧ,証券、商品先物取引業,NASDAQ,普通株式,〇
TPH,トライ　ポイント　ホームズ,建設業,NYSE,普通株式,〇
TPL,テキサス　パシフィック　ランド,その他,NYSE,普通株式,〇
TPR,タペストリー,その他製品,NYSE,普通株式,〇
TPST,テンペスト　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TQQQ,プロシェアーズ・ウルトラプロＱＱＱ,その他,NASDAQ,ETF,
TQQY,グラナイトシェアーズ　イールドブースト　ＱＱＱ　ＥＴＦ,その他,NASDAQ,ETF,
TR,トッツィ　ロール　インダストリーズ,食料品,NYSE,普通株式,〇
TRAK,レポジトラック,サービス業,NYSE,普通株式,〇
TRAW,トラウスファーマ,医薬品,NASDAQ,普通株式,〇
TRAX,ファースト　トラックス　バイオセラピューティクス,医薬品,NASDAQ,普通株式,○
TRC,テジョン　ランチ,不動産業,NYSE,普通株式,〇
TRDA,エントラーダ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TREE,レンディング　ツリー,その他金融業,NASDAQ,普通株式,〇
TREX,トレックス,その他製品,NYSE,普通株式,〇
TRGP,タルガ　リソーシズ,電気・ガス業,NYSE,普通株式,〇
TRI,トムソン　ロイター,その他製品,NASDAQ,普通株式,〇
TRIP,トリップアドバイザー,サービス業,NASDAQ,普通株式,〇
TRMB,トリンブル,精密機器,NASDAQ,普通株式,〇
TRMD,トーム,海運業,NASDAQ,普通株式,〇
TRMK,トラストマーク,銀行業,NASDAQ,普通株式,〇
TRN,トリニティ　インダストリーズ,輸送用機器,NYSE,普通株式,〇
TRNR,インタラクティブ　ストレングス,電気機器,NASDAQ,普通株式,〇
TRNS,トランスキャット,精密機器,NASDAQ,普通株式,〇
TRON,トロン,その他製品,NASDAQ,普通株式,〇
TROO,トゥループス,その他金融業,NASDAQ,普通株式,〇
TROW,Ｔ　ロウ　プライス　グループ,証券、商品先物取引業,NASDAQ,普通株式,〇
TROX,トロノクス　ホールディングス,化学,NYSE,普通株式,〇
TRP,ＴＣ　エナジー,電気・ガス業,NYSE,普通株式,〇
TRS,トライマス,金属製品,NASDAQ,普通株式,〇
TRSG,タングレー　テクノロジーズ,機械,NASDAQ,普通株式,〇
TRST,トラストコ　バンク,銀行業,NASDAQ,普通株式,〇
TRT,トリオーテック　インターナショナル,機械,AMEX,普通株式,〇
TRU,トランスユニオン,サービス業,NYSE,普通株式,〇
TRUG,トゥルーゴルフホールディングス,その他製品,NASDAQ,普通株式,〇
TRUP,トゥルーパニオン,保険業,NASDAQ,普通株式,〇
TRV,トラベラーズ,保険業,NYSE,普通株式,〇
TRVG,トリバゴ　ＡＤＲ,サービス業,NASDAQ,ADR,〇
TRVI,トレヴィ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TS,テナリス　ＡＤＲ,鉄鋼,NYSE,ADR,〇
TSAT,テレサット,情報・通信業,NASDAQ,普通株式,〇
TSBK,ティンバーランド　バンコープ,銀行業,NASDAQ,普通株式,〇
TSCO,トラクターサプライ,小売業,NASDAQ,普通株式,〇
TSDD,グラナイトシェアーズ　２倍　ショート　ＴＳＬＡ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
TSEM,タワーセミコンダクター,精密機器,NASDAQ,普通株式,〇
TSHA,テイシャ　ジーン　セラピーズ,医薬品,NASDAQ,普通株式,〇
TSII,ＲＥＸ　ＴＳＬＡ　グロース＆インカム　ＥＴＦ,その他,CBOE,ETF,
TSLA,テスラ,輸送用機器,NASDAQ,普通株式,〇
TSLG,レバレッジシェアーズ　２倍ロング　ＴＳＬＡ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
TSLL,Ｄｉｒｅｘｉｏｎ　デイリー　ＴＳＬＡ　ブル２倍　ＥＴＦ,その他,NASDAQ,ETF,
TSLR,グラナイトシェアーズ　２倍　ロング　ＴＳＬＡ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
TSLS,Ｄｉｒｅｘｉｏｎ　デイリー　ＴＳＬＡ　ベア１倍　ＥＴＦ,その他,NASDAQ,ETF,
TSLT,Ｔ－ＲＥＸ　２ＸロングＴＳＬＡデイリーターゲット　ＥＴＦ,その他,CBOE,ETF,
TSLZ,Ｔ－ＲＥＸ　２ＸインバースＴＳＬＡデイリーターゲット　ＥＴＦ,その他,CBOE,ETF,
TSM,台湾　セミコンダクター　マニュファクチャリングＡＤＲ,精密機器,NYSE,ADR,〇
TSMU,グラナイトシェアーズ　２倍　ロング　ＴＳＭ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
TSMX,Ｄｉｒｅｘｉｏｎ　デイリー　ＴＳＭ　ブル２倍　ＥＴＦ,その他,NASDAQ,ETF,
TSMZ,Ｄｉｒｅｘｉｏｎ　デイリー　ＴＳＭ　ベア１倍　ＥＴＦ,その他,NASDAQ,ETF,
TSN,タイソンフーズ,食料品,NYSE,普通株式,〇
TSQ,タウンスクエア　メディア,情報・通信業,NYSE,普通株式,〇
TSSI,ＴＳＳ,サービス業,NASDAQ,普通株式,〇
TSYY,グラナイトシェアーズ　イールドブースト　テスラ株　ＥＴＦ,その他,NASDAQ,ETF,
TT,トレイン　テクノロジーズ,精密機器,NYSE,普通株式,〇
TTAN,サービスタイタン,サービス業,NASDAQ,普通株式,〇
TTD,ザ　トレード　デスク　Ａ,サービス業,NASDAQ,普通株式,〇
TTEC,ティーテック　ホールディングス,サービス業,NASDAQ,普通株式,〇
TTEK,テトラ　テック,サービス業,NASDAQ,普通株式,〇
TTGT,テックターゲット,サービス業,NASDAQ,普通株式,〇
TTI,テトラ　テクノロジーズ,鉱業,NYSE,普通株式,〇
TTMI,ＴＴＭ　テクノロジーズ,精密機器,NASDAQ,普通株式,〇
TTRX,ターン・セラピューティクス,医薬品,NASDAQ,普通株式,〇
TTWO,テイクツー　インタラクティブ　ソフトウエア,サービス業,NASDAQ,普通株式,〇
TU,テラス,情報・通信業,NYSE,普通株式,〇
TULP,ブルーミア　ホールディングス,サービス業,NASDAQ,普通株式,〇
TUR,ｉシェアーズ　ＭＳＣＩ　トルコ　ＥＴＦ,その他,NASDAQ,ETF,〇
TUSK,マンモス　エナジー　サービシズ,鉱業,NASDAQ,普通株式,〇
TUYA,チュヤ　ＡＤＲ,サービス業,NYSE,ADR,〇
TV,グルポテレビサＡＤＲ,情報・通信業,NYSE,ADR,〇
TVGN,テボジェン　バイオ　ホールディングス,医薬品,NASDAQ,普通株式,〇
TVRD,トバルディ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TVTX,トラベール　セラピューティクス,医薬品,NASDAQ,普通株式,〇
TW,トレードウェブ・マーケッツ,証券、商品先物取引業,NASDAQ,普通株式,〇
TWAV,タオウィーブ,サービス業,NASDAQ,普通株式,〇
TWFG,ＴＷＦＧ,保険業,NASDAQ,普通株式,〇
TWG,トップ　ウェルス　グループ　ホールディング,食料品,NASDAQ,普通株式,〇
TWI,タイタン　インターナショナル,鉄鋼,NYSE,普通株式,〇
TWIN,ツイン　ディスク,機械,NASDAQ,普通株式,〇
TWLO,トゥイリオ,サービス業,NYSE,普通株式,〇
TWST,ツイスト　バイオサイエンス,医薬品,NASDAQ,普通株式,〇
TX,テルニウム　ＡＤＲ,鉄鋼,NYSE,ADR,〇
TXG,１０ｘゲノミクス,精密機器,NASDAQ,普通株式,〇
TXMD,セラピューティクスＭＤ,医薬品,NASDAQ,普通株式,〇
TXN,テキサス　インスツルメンツ,精密機器,NASDAQ,普通株式,〇
TXNM,ＴＸＮＭエネルギー,電気・ガス業,NYSE,普通株式,〇
TXRH,テキサス　ロードハウス,小売業,NASDAQ,普通株式,〇
TXT,テクストロン,輸送用機器,NYSE,普通株式,〇
TYGO,タイゴエナジー,精密機器,NASDAQ,普通株式,〇
TYL,タイラー　テクノロジーズ,サービス業,NYSE,普通株式,〇
TYRA,タイラ　バイオサイエンシズ,医薬品,NASDAQ,普通株式,〇
TZA,Ｄｉｒｅｘｉｏｎ　デイリー　米国小型株　ベア３倍　ＥＴＦ,その他,NYSE_ARCA,ETF,
TZOO,トラベルズー,サービス業,NASDAQ,普通株式,〇
U,ユニティー　ソフトウェア,サービス業,NYSE,普通株式,〇
UA,アンダー　アーマー　Ｃ,繊維製品,NYSE,普通株式,〇
UAA,アンダー　アーマー　Ａ,繊維製品,NYSE,普通株式,〇
UAL,ユナイテッド　エアラインズ　ホールディングス,空運業,NASDAQ,普通株式,〇
UAMY,ユナイテッド　ステーツ　アンティモニー,非鉄金属,NYSE,普通株式,〇
UBCP,ユナイテッド　バンコープ,銀行業,NASDAQ,普通株式,〇
UBER,ウーバー・テクノロジーズ,サービス業,NYSE,普通株式,〇
UBOT,Ｄｉｒｅｘｉｏｎデイリーロボ，ＡＩ＆Ａ指数株ブル２倍ＥＴＦ,その他,NYSE_ARCA,ETF,
UBRL,グラナイトシェアーズ　２倍ロング　ＵＢＥＲ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
UBS,ＵＢＳ　グループ,銀行業,NYSE,普通株式,〇
UBSI,ユナイテッド　バンクシェアーズ,銀行業,NASDAQ,普通株式,〇
UCB,ユナイテッド　コミュニティ　バンクス,銀行業,NYSE,普通株式,〇
UCL,Ｕクラウドリンク　グループ　ＡＤＲ,情報・通信業,NASDAQ,ADR,〇
UCTT,ウルトラ　クリーン　ホールディングス,精密機器,NASDAQ,普通株式,〇
UDMY,ユーデミー,サービス業,NASDAQ,普通株式,〇
UDOW,プロシェアーズ　ウルトラプロ　ダウ３０,その他,NYSE_ARCA,ETF,
UEC,ウラニウム・エナジー,鉱業,AMEX,普通株式,〇
UEIC,ユニバーサル　エレクトロニクス,精密機器,NASDAQ,普通株式,〇
UFCS,ユナイテッド　ファイア　グループ,保険業,NASDAQ,普通株式,〇
UFI,ユニフィ,繊維製品,NYSE,普通株式,〇
UFPI,ＵＦＰ　インダストリーズ,その他製品,NASDAQ,普通株式,〇
UFPT,ＵＦＰ　テクノロジーズ,精密機器,NASDAQ,普通株式,〇
UG,ユナイテッド－ガーディアン,化学,NASDAQ,普通株式,〇
UGI,ＵＧＩ,電気・ガス業,NYSE,普通株式,〇
UGP,ウルトラパール　パルティシパソエス　ＡＤＲ,電気・ガス業,NYSE,ADR,〇
UGRO,アーバン－グロ,卸売業,NASDAQ,普通株式,〇
UHAL,Ｕホール　ホールディング　カンパニー,サービス業,NYSE,普通株式,〇
UHAL.B,Ｕホール　ホールディング　カンパニー議決権なし,サービス業,NYSE,普通株式,〇
UHG,ユナイテッド　ホームズ　グループ,建設業,NASDAQ,普通株式,〇
UHS,ユニバーサル　ヘルス　サービシーズ,サービス業,NYSE,普通株式,〇
UI,ユビキティ,精密機器,NYSE,普通株式,〇
UIS,ユニシス,サービス業,NYSE,普通株式,〇
UK,ユーコミューン　インターナショナル,サービス業,NASDAQ,普通株式,〇
UL,ユニリーバ　ＡＤＲ,化学,NYSE,ADR,〇
ULBI,ウルトラライフ,精密機器,NASDAQ,普通株式,〇
ULCC,フロンティア　グループ　ホールディングス,空運業,NASDAQ,普通株式,〇
ULH,ユニバーサル　ロジスティックス　ホールディングス,陸運業,NASDAQ,普通株式,〇
ULS,ＵＬ　ソリューションズ,サービス業,NYSE,普通株式,〇
ULTA,アルタ　ビューティ,小売業,NASDAQ,普通株式,〇
ULTI,ＲＥＸ　インカムマックス・オプション・ストラテジー　ＥＴＦ,その他,NASDAQ,ETF,
UMAC,アンユージュアル　マシーンズ,精密機器,AMEX,普通株式,〇
UMBF,ＵＭＢ　ファイナンシャル,銀行業,NASDAQ,普通株式,〇
UMC,聯華電子　（ユナイテッド　マイクロエレクトロニクス）　ＡＤＲ,精密機器,NYSE,ADR,〇
UNB,ユニオン　バンクシェアーズ,銀行業,NASDAQ,普通株式,〇
UNCY,ユニサイシブ　セラピューティクス,医薬品,NASDAQ,普通株式,〇
UNF,ユニファースト,サービス業,NYSE,普通株式,〇
UNFI,ユナイテッド　ナチュラルフーズ,卸売業,NYSE,普通株式,〇
UNH,ユナイテッドヘルス　グループ,保険業,NYSE,普通株式,〇
UNHG,レバレッジシェアーズ　２倍　ロング　ＵＮＨ　デイリー　ＥＴＦ,その他,NASDAQ,ETF,
UNM,ユーナム　グループ,保険業,NYSE,普通株式,〇
UNP,ユニオン　パシフィック,陸運業,NYSE,普通株式,〇
UNTY,ユニティ　バンコープ,銀行業,NASDAQ,普通株式,〇
UONE,アーバン　ワン　Ａ,情報・通信業,NASDAQ,普通株式,〇
UONEK,アーバン　ワン　Ｄ,情報・通信業,NASDAQ,普通株式,〇
UP,ホイールズ　アップ　エクスペリエンス,空運業,NYSE,普通株式,〇
UPB,アップストリーム　バイオ,医薬品,NASDAQ,普通株式,〇
UPBD,アップバウンド　グループ,サービス業,NASDAQ,普通株式,〇
UPC,ユニバース　ファーマシューティカルズ,医薬品,NASDAQ,普通株式,〇
UPLD,アップランド　ソフトウェア,サービス業,NASDAQ,普通株式,〇
UPRO,プロシェアーズ　ウルトラプロＳ＆Ｐ５００,その他,NYSE_ARCA,ETF,
UPS,ユナイテッド　パーセル　サービス　Ｂ,陸運業,NYSE,普通株式,〇
UPST,アップスタート　ホールデイングス,その他金融業,NASDAQ,普通株式,〇
UPWK,アップワーク,サービス業,NASDAQ,普通株式,〇
UPXI,ウペクシー,医薬品,NASDAQ,普通株式,〇
URA,グローバルＸ　ウラニウム　ＥＴＦ,その他,NYSE_ARCA,ETF,〇
URBN,アーバン　アウトフィッターズ,小売業,NASDAQ,普通株式,〇
URG,ウルーエナジー,鉱業,AMEX,普通株式,〇
